Term Locale,Term Category,Term,Alias,Case Sensitive,418
en-US,Alabama Regulators,Alabama Commission on Higher Education,ACHE,FALSE,
en-US,Alabama Regulators,Alabama Cooperative Extension System,,FALSE,
en-US,Alabama Regulators,Alabama Department of Agriculture and Industries,AGI,FALSE,
en-US,Alabama Regulators,Alabama Department of Archives and History,,FALSE,
en-US,Alabama Regulators,Alabama Department of Conservation and Natural Resources,ADCNR,FALSE,
en-US,Alabama Regulators,Alabama Department of Environmental Management,ADEM,FALSE,
en-US,Alabama Regulators,Alabama Department of Mental Health,ADMH,FALSE,
en-US,Alabama Regulators,Alabama Department of Public Health,ADPH,FALSE,
en-US,Alabama Regulators,Alabama Department of Transportation,ALDOT,FALSE,
en-US,Alabama Regulators,Alabama Department of Youth Services,DYS,FALSE,
en-US,Alabama Regulators,Alabama Forestry Commission,AFC,FALSE,
en-US,Alabama Regulators,Alabama Historical Commission,AHC,FALSE,
en-US,Alabama Regulators,Alabama International Airport Authority,,FALSE,
en-US,Alabama Regulators,Alabama National Guard,,FALSE,
en-US,Alabama Regulators,Alabama Public Service Commission,PSC,FALSE,
en-US,Alabama Regulators,Alabama Sentencing Commission,,FALSE,
en-US,Alabama Regulators,Alabama State Defense Force,ASDF,FALSE,
en-US,Alabama Regulators,Alabama State Department of Education,ALSDE,FALSE,
en-US,Alabama Regulators,Alabama Women's Hall of Fame,AWHOF,FALSE,
en-US,Alaska Regulators,"Alaska Department of Commerce, Community and Economic Development",DCCED; DCED,FALSE,
en-US,Alaska Regulators,Alaska Department of Education & Early Development,DEED,FALSE,
en-US,Alaska Regulators,Alaska Department of Fish and Game,ADF&G,FALSE,
en-US,Alaska Regulators,Alaska Department of Health and Social Services,AKDHSS,FALSE,
en-US,Alaska Regulators,Alaska Department of Labor and Workforce Development,ADLWD; AKDOLWD,FALSE,
en-US,Alaska Regulators,Alaska Department of Military and Veterans Affairs,,FALSE,
en-US,Alaska Regulators,Alaska Department of Natural Resources,AKDNR,FALSE,
en-US,Alaska Regulators,Alaska Department of Transportation & Public Facilities,DOT&PF,FALSE,
en-US,Alaska Regulators,Alaska Heritage Resources Survey,AHRS,FALSE,
en-US,Alaska Regulators,Alaska Oil and Gas Conservation Commission,AOGCC,FALSE,
en-US,Alaska Regulators,Alaska Permanent Fund,,FALSE,
en-US,Alaska Regulators,Alaska State Museum,,FALSE,
en-US,Alaska Regulators,Alaska State Pension Investment Board,ASPIB,FALSE,
en-US,Alaska Regulators,Alaska State School for the Deaf and Hard of Hearing,ASSDHH,FALSE,
en-US,Alaska Regulators,Alaska Volcano Observatory,AVO,FALSE,
en-US,Alaska Regulators,Mount Edgecumbe High School,MEHS,FALSE,
en-US,Arizona Regulators,Arizona Corporation Commission,ACC,FALSE,
en-US,Arizona Regulators,Arizona Department of Economic Security,DES,FALSE,
en-US,Arizona Regulators,Arizona Department of Education,ADE,FALSE,
en-US,Arizona Regulators,Arizona Department of Gaming,ADG,FALSE,
en-US,Arizona Regulators,Arizona Department of Health Services,ADHS,FALSE,
en-US,Arizona Regulators,Arizona Department of Juvenile Corrections,ADJC,FALSE,
en-US,Arizona Regulators,Arizona Department of Liquor Licenses and Control,DLLC,FALSE,
en-US,Arizona Regulators,Arizona Department of Mines and Mineral Resources,ADMMR,FALSE,
en-US,Arizona Regulators,Arizona Department of Public Safety,DPS,FALSE,
en-US,Arizona Regulators,Arizona Department of Transportation,ADOT,FALSE,
en-US,Arizona Regulators,Arizona Game and Fish Department,AZGFD,FALSE,
en-US,Arizona Regulators,Arizona Geological Survey,AZGS,FALSE,
en-US,Arizona Regulators,Arizona Lottery,,FALSE,
en-US,Arizona Regulators,Arizona National Guard,,FALSE,
en-US,Arizona Regulators,Arizona School Facilities Board,,FALSE,
en-US,Arizona Regulators,Arizona Sports and Tourism Authority,AZSTA,FALSE,
en-US,Arizona Regulators,Arizona State Land Department,,FALSE,
en-US,Arizona Regulators,Arizona State Parks,,FALSE,
en-US,Arkansas Regulators,Arkansas Department of Aeronautics,ADA,FALSE,
en-US,Arkansas Regulators,Arkansas Department of Community Correction,,FALSE,
en-US,Arkansas Regulators,Arkansas Department of Education,ADE,FALSE,
en-US,Arkansas Regulators,Arkansas Department of Environmental Quality,ADEQ,FALSE,
en-US,Arkansas Regulators,Arkansas Department of Health,ADH,FALSE,
en-US,Arkansas Regulators,Arkansas Department of Human Services,DHS,FALSE,
en-US,Arkansas Regulators,Arkansas Department of Parks and Tourism,ADPT,FALSE,
en-US,Arkansas Regulators,Arkansas Department of Transportation,ArDOT,FALSE,
en-US,Arkansas Regulators,Arkansas Geological Survey,AGS,FALSE,
en-US,Arkansas Regulators,Arkansas National Guard,,FALSE,
en-US,Arkansas Regulators,Arkansas Public Service Commission,,FALSE,
en-US,California Regulators,Board of State Viticultural Commissioners,,FALSE,
en-US,California Regulators,CALFED Bay-Delta Program,CALFED,FALSE,
en-US,California Regulators,California Affiliated Risk Management Authority,CARMA,FALSE,
en-US,California Regulators,California Agricultural Labor Relations Board,ALRB,FALSE,
en-US,California Regulators,California Air Resources Board,CARB,FALSE,
en-US,California Regulators,California Board of Accountancy,CBA,FALSE,
en-US,California Regulators,California Board of Pilot Commissioners,BOPC,FALSE,
en-US,California Regulators,California Building Standards Commission,CBSC,FALSE,
en-US,California Regulators,California Bureau for Private Postsecondary Education,BPPE,FALSE,
en-US,California Regulators,California Bureau of Automotive Repair,BAR,FALSE,
en-US,California Regulators,California Bureau of Medical Cannabis Regulation,BMCR,FALSE,
en-US,California Regulators,California Bureau of Real Estate,CalBRE,FALSE,
en-US,California Regulators,California Bureau of Real Estate Appraisers,BREA,FALSE,
en-US,California Regulators,California Bureau of State Audits,BSA,FALSE,
en-US,California Regulators,"California Business, Consumer Services and Housing Agency",BCSH,FALSE,
en-US,California Regulators,California Cadet Corps,CACC,FALSE,
en-US,California Regulators,California Coastal Commission,,FALSE,
en-US,California Regulators,California Coastal Conservancy,,FALSE,
en-US,California Regulators,California Commission for Economic Development,CED,FALSE,
en-US,California Regulators,California Commission on Asian and Pacific Islander Affairs,,FALSE,
en-US,California Regulators,California Commission on Teacher Credentialing,CTC,FALSE,
en-US,California Regulators,California Conservation Corps,CCC,FALSE,
en-US,California Regulators,California Contractors State License Board,CSLB,FALSE,
en-US,California Regulators,California Department of Aging,CDA,FALSE,
en-US,California Regulators,California Department of Alcohol and Drug Programs,ADP,FALSE,
en-US,California Regulators,California Department of Business Oversight,DBO,FALSE,
en-US,California Regulators,California Department of Conservation,DOC,FALSE,
en-US,California Regulators,California Department of Consumer Affairs,DCA,FALSE,
en-US,California Regulators,California Department of Developmental Services,DDS ,FALSE,
en-US,California Regulators,California Department of Education,CDE,FALSE,
en-US,California Regulators,California Department of Fair Employment and Housing,DFEH,FALSE,
en-US,California Regulators,California Department of Finance,,FALSE,
en-US,California Regulators,California Department of Fish and Wildlife,CDFW,FALSE,
en-US,California Regulators,California Department of Food and Agriculture,CDFA,FALSE,
en-US,California Regulators,California Department of Forestry and Fire Protection,CAL FIRE,FALSE,
en-US,California Regulators,California Department of General Services,DGS,FALSE,
en-US,California Regulators,California Department of Health Care Services,DHCS,FALSE,
en-US,California Regulators,California Department of Housing and Community Development,HCD,FALSE,
en-US,California Regulators,California Department of Human Resources,CalHR,FALSE,
en-US,California Regulators,California Department of Insurance,CDI,FALSE,
en-US,California Regulators,California Department of Justice,,FALSE,
en-US,California Regulators,California Department of Managed Health Care,DMHC,FALSE,
en-US,California Regulators,California Department of Motor Vehicles,DMV,FALSE,
en-US,California Regulators,California Department of Parks and Recreation,California State Parks,FALSE,
en-US,California Regulators,California Department of Public Health,CDPH,FALSE,
en-US,California Regulators,California Department of Rehabilitation,DOR,FALSE,
en-US,California Regulators,California Department of Resources Recycling and Recovery,CalRecycle,FALSE,
en-US,California Regulators,California Department of Social Services,CDSS,FALSE,
en-US,California Regulators,California Department of Technology,CDT,FALSE,
en-US,California Regulators,California Department of Toxic Substances Control,DTSC,FALSE,
en-US,California Regulators,California Department of Transportation,CalTrans,FALSE,
en-US,California Regulators,California Department of Water Resources,DWR,FALSE,
en-US,California Regulators,California Division of Boating and Waterways,DBW,FALSE,
en-US,California Regulators,California Division of Juvenile Justice,DJJ; California Youth Authority (CYA),FALSE,
en-US,California Regulators,California Division of Occupational Safety and Health,DOSH,FALSE,
en-US,California Regulators,California Emergency Medical Services Authority,EMSA; EMS Authority),FALSE,
en-US,California Regulators,California Energy Commission,CEC; Energy Resources Conservation and Development Commission,FALSE,
en-US,California Regulators,California Environmental Protection Agency,CalEPA,FALSE,
en-US,California Regulators,California Fair Political Practices Commission,FPPC,FALSE,
en-US,California Regulators,California Film Commission,CFC,FALSE,
en-US,California Regulators,California Franchise Tax Board,FTB,FALSE,
en-US,California Regulators,California Geological Survey,CGS,FALSE,
en-US,California Regulators,California Government Operations Agency,CalGovOps,FALSE,
en-US,California Regulators,California Health and Human Services Agency,CHHS,FALSE,
en-US,California Regulators,California High-Speed Rail Authority,CHSRA,FALSE,
en-US,California Regulators,California Housing Finance Agency,CalHFA,FALSE,
en-US,California Regulators,California Institute for Regenerative Medicine,CIRM,FALSE,
en-US,California Regulators,California Labor and Workforce Development Agency,LWDA,FALSE,
en-US,California Regulators,California Law Revision Commission,CLRC,FALSE,
en-US,California Regulators,California Major Risk Medical Insurance Program,MRMIP,FALSE,
en-US,California Regulators,California Managed Risk Medical Insurance Board,MRMIB,FALSE,
en-US,California Regulators,California Military Department,,FALSE,
en-US,California Regulators,California National Guard,,FALSE,
en-US,California Regulators,California Natural Resources Agency,CNRA,FALSE,
en-US,California Regulators,California Office of Administrative Law,OAL,FALSE,
en-US,California Regulators,California Office of Environmental Health Hazard Assessment,OEHHA,FALSE,
en-US,California Regulators,California Office of Systems Integration,OSI,FALSE,
en-US,California Regulators,California Office of Tourism,Division of Tourism,FALSE,
en-US,California Regulators,California Postsecondary Education Commission,CPEC,FALSE,
en-US,California Regulators,California Prison Industry Authority,CALPIA,FALSE,
en-US,California Regulators,California Public Employees' Retirement System,CalPERS,FALSE,
en-US,California Regulators,California Public Utilities Commission,CPUC,FALSE,
en-US,California Regulators,California Register of Historical Resources,California Register,FALSE,
en-US,California Regulators,California Science Center,California ScienCenter,FALSE,
en-US,California Regulators,California Space Authority,CSA,FALSE,
en-US,California Regulators,California State Athletic Commission,CSAC,FALSE,
en-US,California Regulators,California State Board of Education,SBE,FALSE,
en-US,California Regulators,California State Lands Commission,SLC,FALSE,
en-US,California Regulators,California State Library,,FALSE,
en-US,California Regulators,California State Personnel Board,,FALSE,
en-US,California Regulators,California State Teachers' Retirement System,CalSTRS,FALSE,
en-US,California Regulators,California State Transportation Agency,CalSTA,FALSE,
en-US,California Regulators,California State Water Resources Control Board,SWRCB,FALSE,
en-US,California Regulators,California Strawberry Commission,,FALSE,
en-US,California Regulators,CaliforniaVolunteers,,FALSE,
en-US,California Regulators,Colorado River Board of California,CRB,FALSE,
en-US,California Regulators,Employment Development Department,EDD,FALSE,
en-US,California Regulators,Hazardous Waste and Substances Sites List,,FALSE,
en-US,California Regulators,Little Hoover Commission,"LHC; Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",FALSE,
en-US,California Regulators,Medical Board of California,MBC,FALSE,
en-US,California Regulators,San Francisco Bay Conservation and Development Commission,BCDC,FALSE,
en-US,California Regulators,San Francisco Estuary Partnership,,FALSE,
en-US,California Regulators,Santa Monica Mountains Conservancy,,FALSE,
en-US,California Regulators,Sierra Nevada Conservancy,SNC; Conservancy,FALSE,
en-US,California Regulators,State Board of Equalization,,FALSE,
en-US,Colorado Regulators,Colorado Council on the Arts,,FALSE,
en-US,Colorado Regulators,Colorado Department of Agriculture,,FALSE,
en-US,Colorado Regulators,Colorado Department of Education,CDE,FALSE,
en-US,Colorado Regulators,Colorado Department of Health Care Policy and Financing,HCPF,FALSE,
en-US,Colorado Regulators,Colorado Department of Higher Education,DHE,FALSE,
en-US,Colorado Regulators,Colorado Department of Human Services,CDHS,FALSE,
en-US,Colorado Regulators,Colorado Department of Labor and Employment,CDLE,FALSE,
en-US,Colorado Regulators,Colorado Department of Local Affairs,DOLA,FALSE,
en-US,Colorado Regulators,Colorado Department of Military and Veterans Affairs,DMVA,FALSE,
en-US,Colorado Regulators,Colorado Department of Natural Resources,,FALSE,
en-US,Colorado Regulators,Colorado Department of Personnel and Administration,DPA,FALSE,
en-US,Colorado Regulators,Colorado Department of Public Health and Environment,CDPHE,FALSE,
en-US,Colorado Regulators,Colorado Department of Public Safety,CDPS,FALSE,
en-US,Colorado Regulators,Colorado Department of Regulatory Regulators,Colorado Department of Regulatory Agencies; DORA,FALSE,
en-US,Colorado Regulators,Colorado Department of Revenue,,FALSE,
en-US,Colorado Regulators,Colorado Department of Transportation,CDOT,FALSE,
en-US,Colorado Regulators,Colorado Division of Aeronautics,,FALSE,
en-US,Colorado Regulators,Colorado Division of Forestry,DOF,FALSE,
en-US,Colorado Regulators,Colorado Division of Insurance,,FALSE,
en-US,Colorado Regulators,Colorado Division of Youth Corrections,DYC,FALSE,
en-US,Colorado Regulators,Colorado Lottery,,FALSE,
en-US,Colorado Regulators,Colorado National Guard,,FALSE,
en-US,Colorado Regulators,Colorado Parks and Wildlife,,FALSE,
en-US,Colorado Regulators,Colorado Public Utilities Commission,PUC,FALSE,
en-US,Colorado Regulators,Colorado River Water Conservation District,Colorado River District ; River District,FALSE,
en-US,Colorado Regulators,Colorado State Board of Education,,FALSE,
en-US,Colorado Regulators,Colorado State Public Defender,,FALSE,
en-US,Colorado Regulators,Colorado Water Conservation Board,CWCB,FALSE,
en-US,Colorado Regulators,Colorado Water Quality Control Division,,FALSE,
en-US,Colorado Regulators,Regents of the University of Colorado,,FALSE,
en-US,Colorado Regulators,Reginald Bicha,,FALSE,
en-US,Colorado Regulators,Scientific and Cultural Facilities District,SCFD,FALSE,
en-US,Colorado Regulators,Task Force on the Implementation of Amendment 64,,FALSE,
en-US,Connecticut Regulators,Connecticut Department of Children and Families,DCF,FALSE,
en-US,Connecticut Regulators,Connecticut Department of Developmental Services,DDS,FALSE,
en-US,Connecticut Regulators,Connecticut Department of Emergency Management and Homeland Security,DEMHS,FALSE,
en-US,Connecticut Regulators,Connecticut Department of Energy and Environmental Protection,DEEP,FALSE,
en-US,Connecticut Regulators,Connecticut Department of Motor Vehicles,,FALSE,
en-US,Connecticut Regulators,Connecticut Department of Transportation,ConnDOT,FALSE,
en-US,Connecticut Regulators,Connecticut Distance Learning Consortium,CTDLC,FALSE,
en-US,Connecticut Regulators,Connecticut Liquor Division,,FALSE,
en-US,Connecticut Regulators,Connecticut Lottery,,FALSE,
en-US,Connecticut Regulators,Connecticut Military Department,,FALSE,
en-US,Connecticut Regulators,Connecticut Siting Council,,FALSE,
en-US,Connecticut Regulators,Connecticut State Capitol Police,,FALSE,
en-US,Connecticut Regulators,Connecticut State Department of Education,,FALSE,
en-US,Connecticut Regulators,Connecticut State Library,,FALSE,
en-US,Delaware Regulators,Delaware Department of Education,DEDOE,FALSE,
en-US,Delaware Regulators,Delaware Department of Natural Resources and Environmental Control,DNREC,FALSE,
en-US,Delaware Regulators,"Delaware Department of Services for Children, Youth, and Their Families",DSCYF,FALSE,
en-US,Delaware Regulators,Delaware Department of Transportation,DelDOT,FALSE,
en-US,Delaware Regulators,Delaware Geological Survey,DGS,FALSE,
en-US,Delaware Regulators,Delaware Lottery,,FALSE,
en-US,Delaware Regulators,Delaware Public Service Commission,PSC,FALSE,
en-US,Delaware Regulators,Delaware State Parks,,FALSE,
en-US,Delaware Regulators,Delaware State Police,DSP,FALSE,
en-US,Florida Regulators,Florida College System,,FALSE,
en-US,Florida Regulators,Florida Department of Agriculture and Consumer Services,FDACS,FALSE,
en-US,Florida Regulators,Florida Department of Air and Water Pollution Control,,FALSE,
en-US,Florida Regulators,Florida Department of Business and Professional Regulation,DBPR,FALSE,
en-US,Florida Regulators,Florida Department of Children and Families,,FALSE,
en-US,Florida Regulators,Florida Department of Citrus,FDOC,FALSE,
en-US,Florida Regulators,Florida Department of Education,FLDOE,FALSE,
en-US,Florida Regulators,Florida Department of Environmental Protection,FDEP,FALSE,
en-US,Florida Regulators,Florida Department of Environmental Regulation,DER,FALSE,
en-US,Florida Regulators,Florida Department of Financial Services,FLDFS,FALSE,
en-US,Florida Regulators,Florida Department of Health,,FALSE,
en-US,Florida Regulators,Florida Department of Highway Safety and Motor Vehicles,DHSMV,FALSE,
en-US,Florida Regulators,Florida Department of Juvenile Justice,FDJJ,FALSE,
en-US,Florida Regulators,Florida Department of Law Enforcement,FDLE,FALSE,
en-US,Florida Regulators,Florida Department of Management Services,DMS,FALSE,
en-US,Florida Regulators,Florida Department of Military Affairs,,FALSE,
en-US,Florida Regulators,Florida Department of Transportation,FDOT,FALSE,
en-US,Florida Regulators,Florida Department of Veterans Affairs,FDVA,FALSE,
en-US,Florida Regulators,Florida Division of Alcoholic Beverages and Tobacco,,FALSE,
en-US,Florida Regulators,Florida Division of Emergency Management,DEM,FALSE,
en-US,Florida Regulators,Florida Fish and Wildlife Conservation Commission,FWC,FALSE,
en-US,Florida Regulators,Florida Lottery,,FALSE,
en-US,Florida Regulators,Florida Photographic Collection,,FALSE,
en-US,Florida Regulators,Florida Public Service Commission,FPSC,FALSE,
en-US,Florida Regulators,Northwest Florida Water Management District,NWFWMD,FALSE,
en-US,Florida Regulators,Orange County Health Department,DOH-Orange; Florida Department of Health in Orange County,FALSE,
en-US,Florida Regulators,Port Canaveral,,FALSE,
en-US,Florida Regulators,Regional Planning Councils,RPCs,FALSE,
en-US,Florida Regulators,South Florida Water Management District,SFWMD,FALSE,
en-US,Florida Regulators,Southwest Florida Water Management District,SFWMD,FALSE,
en-US,Florida Regulators,Space Florida,,FALSE,
en-US,Florida Regulators,St. Johns River Water Management District,SJRWMD ,FALSE,
en-US,Florida Regulators,State Board of Administration of Florida,SBA,FALSE,
en-US,Florida Regulators,Suwannee River Water Management District,SRWMD,FALSE,
en-US,Florida Regulators,Technological Research and Development Authority,TRDA,FALSE,
en-US,Florida Regulators,The Florida Network of Youth and Family Services,,FALSE,
en-US,Florida Regulators,Water management districts in Florida,,FALSE,
en-US,Georgia Regulators,Georgia Alcohol and Tobacco Division,,FALSE,
en-US,Georgia Regulators,Georgia Department of Agriculture,,FALSE,
en-US,Georgia Regulators,Georgia Department of Economic Development,GDEcD,FALSE,
en-US,Georgia Regulators,Georgia Department of Education,GaDOE,FALSE,
en-US,Georgia Regulators,Georgia Department of Juvenile Justice,DJJ,FALSE,
en-US,Georgia Regulators,Georgia Department of Labor,,FALSE,
en-US,Georgia Regulators,Georgia Department of Natural Resources,DNR,FALSE,
en-US,Georgia Regulators,Georgia Department of Revenue,,FALSE,
en-US,Georgia Regulators,Georgia Department of Transportation,GDOT,FALSE,
en-US,Georgia Regulators,Georgia Emergency Management Agency,GEMHSA; Georgia Emergency Management and Homeland Security Agency,FALSE,
en-US,Georgia Regulators,Georgia Environmental Finance Authority,GEFA,FALSE,
en-US,Georgia Regulators,Georgia Historical Commission,GHS,FALSE,
en-US,Georgia Regulators,Georgia Land Conservation Program,GLCP,FALSE,
en-US,Georgia Regulators,Georgia Public Service Commission,,FALSE,
en-US,Georgia Regulators,Georgia Regional Transportation Authority,GRTA ,FALSE,
en-US,Georgia Regulators,Northwest Georgia Joint Development Authority,NWGAJDA,FALSE,
en-US,Hawaii Regulators,Hawai'i Department of Education,,FALSE,
en-US,Hawaii Regulators,Hawai'i Department of Land and Natural Resources,DLNR,FALSE,
en-US,Hawaii Regulators,Hawaii Department of Health,DOH,FALSE,
en-US,Hawaii Regulators,Hawaii Department of Human Services,,FALSE,
en-US,Hawaii Regulators,Hawaii Department of Transportation,HDOT,FALSE,
en-US,Hawaii Regulators,Hawaii Division of Conservation and Resource Enforcement,DOCARE,FALSE,
en-US,Hawaii Regulators,"Hawaii Prosecuting Attorney Office, Criminal Investigations Unit",,FALSE,
en-US,Hawaii Regulators,Hawaii Public Utilities Commission,PUC,FALSE,
en-US,Hawaii Regulators,Hawaii State Foundation on Culture and the Arts,SFCA,FALSE,
en-US,Hawaii Regulators,Hawaii State Public Library System,HSPLS,FALSE,
en-US,Hawaii Regulators,Office of Hawaiian Affairs,OHA ,FALSE,
