Term Locale,Term Category,Act Alias Name,Act Alias Year,Act Identity Name,Act Identity Year,Case Sensitive
en-US,Geopolitcal - Acts,Noise Pollution and Abatement,1972,Noise Pollution and Abatement,1972,FALSE
en-US,Geopolitcal - Acts,Nonadmitted and Reinsurance Reform,2010,,,FALSE
en-US,Geopolitcal - Acts,Nuclear Waste Policy,1982,,,FALSE
en-US,Geopolitcal - Acts,Nutrition Labeling And Education,1990,,,FALSE
en-US,Geopolitcal - Acts,Occupational Safety And Health,1970,,,FALSE
en-US,Geopolitcal - Acts,Ocean Dumping,1972,"Marine Protection, Research And Sanctuaries",1972,FALSE
en-US,Geopolitcal - Acts,Ohio Electric Restructuring,1999,,,FALSE
en-US,Geopolitcal - Acts,Oil Industry Tax Break Repeal,2007,,,FALSE
en-US,Geopolitcal - Acts,Oil Pollution,1990,,,FALSE
en-US,Geopolitcal - Acts,Older Workers Benefit Protection,1990,,,FALSE
en-US,Geopolitcal - Acts,Omnibus Budget Reconciliation,1987,,,FALSE
en-US,Geopolitcal - Acts,Omnibus Budget Reconciliation,1989,,,FALSE
en-US,Geopolitcal - Acts,Omnibus Budget Reconciliation,1990,,,FALSE
en-US,Geopolitcal - Acts,Omnibus Budget Reconciliation,1993,,,FALSE
en-US,Geopolitcal - Acts,Omnibus Budget Reform,1992,Omnibus Budget Reconciliation,1993,FALSE
en-US,Geopolitcal - Acts,Organized Crime Control,1970,,,FALSE
en-US,Geopolitcal - Acts,Orphan Drug,1983,,,FALSE
en-US,Geopolitcal - Acts,Outer Continental Shelf Lands,1953,,,FALSE
en-US,Geopolitcal - Acts,Paperwork Reduction And Regulatory Improvement,2004,,,FALSE
en-US,Geopolitcal - Acts,Path,2015,Protecting Americans from Tax Hikes,2015,FALSE
en-US,Geopolitcal - Acts,Patient Protection And Affordable Care,2010,,,FALSE
en-US,Geopolitcal - Acts,Pediatric Research Equity,2003,,,FALSE
en-US,Geopolitcal - Acts,Peer Review Improvement,1982,,,FALSE
en-US,Geopolitcal - Acts,Pension Annuitants' Protection,1994,,,FALSE
en-US,Geopolitcal - Acts,Pension Funding Equity,2004,,,FALSE
en-US,Geopolitcal - Acts,Pension Protection,2006,,,FALSE
en-US,Geopolitcal - Acts,Pets Evacuation and Transportation Standards,2006,,,FALSE
en-US,Geopolitcal - Acts,Physician Payments Sunshine,2010,Patient Protection And Affordable Care,2010,FALSE
en-US,Geopolitcal - Acts,Pipeline Safety,1979,Hazardous Liquid Pipeline Safety,1979,FALSE
en-US,Geopolitcal - Acts,Pipeline Safety,1992,,,FALSE
en-US,Geopolitcal - Acts,Pipeline Safety Improvement,2002,,,FALSE
en-US,Geopolitcal - Acts,Pipeline Safety Reauthorization,1988,,,FALSE
en-US,Geopolitcal - Acts,Pollution Prevention,1990,,,FALSE
en-US,Geopolitcal - Acts,Port And Tanker Safety,1978,,,FALSE
en-US,Geopolitcal - Acts,Power,1920,Water Power,1920,FALSE
en-US,Geopolitcal - Acts,Powerplant and Industrial Fuel Use,1978,,,FALSE
en-US,Geopolitcal - Acts,Prescription Drug Marketing,1987,,,FALSE
en-US,Geopolitcal - Acts,Prescription Drug User Fee,1992,,,FALSE
en-US,Geopolitcal - Acts,Price Anderson Amendments,1988,,,FALSE
en-US,Geopolitcal - Acts,Price Anderson Nuclear Industries Indemnity,1957,,,FALSE
en-US,Geopolitcal - Acts,Private Litigation Reform,1995,Private Securities Litigation Reform,1995,FALSE
en-US,Geopolitcal - Acts,Private Securities Litigation,1995,Private Securities Litigation Reform,1995,FALSE
en-US,Geopolitcal - Acts,Private Securities Litigation Reform,1995,,,FALSE
en-US,Geopolitcal - Acts,Private Securities Litigation Reform,1996,Private Securities Litigation Reform,1995,FALSE
en-US,Geopolitcal - Acts,Private Securities Reform,1995,Private Securities Litigation Reform,1995,FALSE
en-US,Geopolitcal - Acts,Protecting Americans from Tax Hikes,2015,,,FALSE
en-US,Geopolitcal - Acts,Protection Of Children From Sexual Predators,1998,,,FALSE
en-US,Geopolitcal - Acts,Public Broadcasting,1967,,,FALSE
en-US,Geopolitcal - Acts,Public Company Accounting Reform And Investor Protection,2002,,,FALSE
en-US,Geopolitcal - Acts,Public Health Security and Bioterrorism Preparedness Response,2002,,,FALSE
en-US,Geopolitcal - Acts,Public Health Service,1944,,,FALSE
en-US,Geopolitcal - Acts,Public Utilities Holding Company,1935,Public Utility Holding Company,1935,FALSE
en-US,Geopolitcal - Acts,Public Utilities Regulatory Policies,1978,,,FALSE
en-US,Geopolitcal - Acts,Public Utility Holding Company,1935,,,FALSE
en-US,Geopolitcal - Acts,Public Utility Holding Company,2005,,,FALSE
en-US,Geopolitcal - Acts,Public Utility Regulatory Policies,1978,Public Utility Regulatory Policy,1978,FALSE
en-US,Geopolitcal - Acts,Public Utility Regulatory Policy,1978,,,FALSE
en-US,Geopolitcal - Acts,Racketeer Influenced and Corrupt Organizations,1970,Organized Crime Control,1970,FALSE
en-US,Geopolitcal - Acts,Railroad Retirement,1937,,,FALSE
en-US,Geopolitcal - Acts,Railway Labor,1926,,,FALSE
en-US,Geopolitcal - Acts,Real Estate Investment Trust,1960,,,FALSE
en-US,Geopolitcal - Acts,Real Estate Settlement Procedures,1974,,,FALSE
en-US,Geopolitcal - Acts,Recently Enacted American Jobs Creation,2004,American Jobs Creation,2004,FALSE
en-US,Geopolitcal - Acts,Recently Enacted Sarbanes Oxley,2002,Sarbanes Oxley,2002,FALSE
en-US,Geopolitcal - Acts,Recently Enacted Telecommunications,1996,Telecommunications,1996,FALSE
en-US,Geopolitcal - Acts,Recently Enacted Telecommunications Reform,1996,Telecommunications,1996,FALSE
en-US,Geopolitcal - Acts,Rehabilitation,1973,,,FALSE
en-US,Geopolitcal - Acts,Reigle Neal Interstate Banking And Branching Efficiency,1994,Riegle Neal Interstate Banking and Branching Efficiency,1994,FALSE
en-US,Geopolitcal - Acts,Reit Modernization,1999,,,FALSE
en-US,Geopolitcal - Acts,Requirements Of Securities Exchange,1934,Securities Exchange,1934,FALSE
en-US,Geopolitcal - Acts,Resource Conservation And Recovery,1976,,,FALSE
en-US,Geopolitcal - Acts,Resource Conservation And Recovery,1980,Resource Conservation And Recovery,1976,FALSE
en-US,Geopolitcal - Acts,Retirement Equity,1984,,,FALSE
en-US,Geopolitcal - Acts,Retirement Protection,1994,,,FALSE
en-US,Geopolitcal - Acts,Revenue,1987,,,FALSE
en-US,Geopolitcal - Acts,Revenue Reconciliation,1990,,,FALSE
en-US,Geopolitcal - Acts,Revenue Reconciliation,1993,,,FALSE
en-US,Geopolitcal - Acts,Rico,1970,Organized Crime Control,1970,FALSE
en-US,Geopolitcal - Acts,Riegel Neal Interstate Banking And Branching Efficiency,1994,Riegle Neal Interstate Banking and Branching Efficiency,1994,FALSE
en-US,Geopolitcal - Acts,Riegle,1994,Riegle Neal Interstate Banking and Branching Efficiency,1994,FALSE
en-US,Geopolitcal - Acts,Riegle Community Development And Regulatory Improvement,1994,,,FALSE
en-US,Geopolitcal - Acts,Riegle Neal,1994,Riegle Neal Interstate Banking and Branching Efficiency,1994,FALSE
en-US,Geopolitcal - Acts,Riegle Neal Interstate Banking And Branching Efficiency,1994,Riegle Neal Interstate Banking and Branching Efficiency,1994,FALSE
en-US,Geopolitcal - Acts,Robert T. Stafford Disaster Relief and Emergency Assistance,1988,,,FALSE
en-US,Geopolitcal - Acts,Robinson Patman,1936,Anti Price Discrimination,1936,FALSE
en-US,Geopolitcal - Acts,Sabanes Oxley,2002,Sarbanes Oxley,2002,FALSE
en-US,Geopolitcal - Acts,Safe Drinking Water,1974,,,FALSE
en-US,Geopolitcal - Acts,Safe Medical Device,1990,Safe Medical Devices,1990,FALSE
en-US,Geopolitcal - Acts,Safe Medical Devices,1990,,,FALSE
en-US,Geopolitcal - Acts,Safety,2002,Support Anti-terrorism by Fostering Effective Technologies,2002,FALSE
en-US,Geopolitcal - Acts,Sarbanes  Oxley,2002,Sarbanes Oxley,2002,FALSE
en-US,Geopolitcal - Acts,Sarbanes / Oxley,2002,Sarbanes Oxley,2002,FALSE
en-US,Geopolitcal - Acts,Sarbanes Oxley,2002,Sarbanes Oxley,2002,FALSE
en-US,Geopolitcal - Acts,Sarbanes Oxley,2003,Sarbanes Oxley,2002,FALSE
en-US,Geopolitcal - Acts,Sarbanes Oxley Of,2002,Sarbanes Oxley,2002,FALSE
en-US,Geopolitcal - Acts,Sarbannes Oxley,2002,Sarbanes Oxley,2002,FALSE
en-US,Geopolitcal - Acts,Sarbarnes Oxley,2002,Sarbanes Oxley,2002,FALSE
en-US,Geopolitcal - Acts,Satellite,1962,Communications Satellite,1962,FALSE
en-US,Geopolitcal - Acts,Satellite Home Viewer,1999,Satellite Home Viewer Improvement,1999,FALSE
en-US,Geopolitcal - Acts,Satellite Home Viewer Improvement,1999,,,FALSE
en-US,Geopolitcal - Acts,Satellite Television Extension And Localism,2010,,,FALSE
en-US,Geopolitcal - Acts,Satellite Television Extension and Localism Act,2010,,,FALSE
en-US,Geopolitcal - Acts,Savings And Loan Holding Company,1967,,,FALSE
en-US,Geopolitcal - Acts,Secure And Fair Enforcement For Mortgage Licensing,2008,,,FALSE
en-US,Geopolitcal - Acts,Securities,1933,,,FALSE
en-US,Geopolitcal - Acts,Securities,1934,Securities Exchange,1934,FALSE
en-US,Geopolitcal - Acts,Securities,1993,Securities,1933,FALSE
en-US,Geopolitcal - Acts,Securities \ Exchange,1934,Securities Exchange,1934,FALSE
en-US,Geopolitcal - Acts,Securities And Exchange,1933,Securities Exchange,1934,FALSE
en-US,Geopolitcal - Acts,Securities And Exchange,1934,Securities Exchange,1934,FALSE
en-US,Geopolitcal - Acts,Securities Enforcement And Penny Stock Reform,1990,,,FALSE
en-US,Geopolitcal - Acts,Securities Exchange,1933,Securities Exchange,1934,FALSE
en-US,Geopolitcal - Acts,Securities Exchange,1934,,,FALSE
en-US,Geopolitcal - Acts,Securities Investor Protection,1970,,,FALSE
en-US,Geopolitcal - Acts,Securities Litigation Reform,1995,Private Securities Litigation Reform,1995,FALSE
en-US,Geopolitcal - Acts,Service Contract,1965,,,FALSE
en-US,Geopolitcal - Acts,Servicemembers Civil Relief,2003,,,FALSE
en-US,Geopolitcal - Acts,Sherman,1890,Sherman Antitrust,1890,FALSE
en-US,Geopolitcal - Acts,Sherman Anti Trust,1890,Sherman Antitrust,1890,FALSE
en-US,Geopolitcal - Acts,Sherman Antitrust,1890,,,FALSE
en-US,Geopolitcal - Acts,Shipping,1984,,,FALSE
en-US,Geopolitcal - Acts,Small Business,1958,,,FALSE
en-US,Geopolitcal - Acts,Small Business Investment,1958,,,FALSE
en-US,Geopolitcal - Acts,Small Business Job Protection,1996,,,FALSE
en-US,Geopolitcal - Acts,Small Business Jobs,2010,,,FALSE
en-US,Geopolitcal - Acts,Small Business Jobs And Credit,2010,Small Business Jobs,2010,FALSE
en-US,Geopolitcal - Acts,Small Business Loan Securitization And Secondary Market Enhancement,1994,,,FALSE
en-US,Geopolitcal - Acts,Small Business Protection,1996,,,FALSE
en-US,Geopolitcal - Acts,Social Security,1935,,,FALSE
en-US,Geopolitcal - Acts,Soft Drink Interbrand Competition,1980,,,FALSE
en-US,Geopolitcal - Acts,Soldiers' And Sailors' Civil Relief,1940,,,FALSE
en-US,Geopolitcal - Acts,Solid Waste Disposal,1965,,,FALSE
en-US,Geopolitcal - Acts,Solid Waste Management,1980,,,FALSE
en-US,Geopolitcal - Acts,Stafford,1988,Robert T. Stafford Disaster Relief and Emergency Assistance,1988,FALSE
en-US,Geopolitcal - Acts,Staggers Rail,1980,,,FALSE
en-US,Geopolitcal - Acts,Stela,2010,Satellite Television Extension and Localism Act,2010,FALSE
en-US,Geopolitcal - Acts,Stela Reauthorization,2014,,,FALSE
en-US,Geopolitcal - Acts,Superfund,1980,"Comprehensive Environmental Response, Compensation, And Liability",1980,FALSE
en-US,Geopolitcal - Acts,Superfund Amendment And Reauthorization,1986,Superfund Amendments And Reauthorization,1986,FALSE
en-US,Geopolitcal - Acts,Superfund Amendments And Reauthorization,1986,,,FALSE
en-US,Geopolitcal - Acts,Superfund Amendments Reauthorization,1986,Superfund Amendments And Reauthorization,1986,FALSE
en-US,Geopolitcal - Acts,Support Anti-terrorism by Fostering Effective Technologies,2002,,,FALSE
en-US,Geopolitcal - Acts,Surface Mining Control And Reclamation,1977,,,FALSE
en-US,Geopolitcal - Acts,Sustainable Fisheries,1996,,,FALSE
en-US,Geopolitcal - Acts,Tariff,1930,,,FALSE
en-US,Geopolitcal - Acts,Tax,1993,Tax Reform,1993,FALSE
en-US,Geopolitcal - Acts,Tax Equity And Fiscal Responsibility,1982,,,FALSE
en-US,Geopolitcal - Acts,Tax Extenders And Alternative Minimum Tax Relief,2008,,,FALSE
en-US,Geopolitcal - Acts,Tax Increase Prevention,2007,,,FALSE
en-US,Geopolitcal - Acts,Tax Increase Prevention And Reconciliation,2005,,,FALSE
en-US,Geopolitcal - Acts,Tax Reform,1984,,,FALSE
en-US,Geopolitcal - Acts,Tax Reform,1986,,,FALSE
en-US,Geopolitcal - Acts,Tax Reform,1993,,,FALSE
en-US,Geopolitcal - Acts,Tax Reform,1996,,,FALSE
en-US,Geopolitcal - Acts,Tax Reform,1997,,,FALSE
en-US,Geopolitcal - Acts,Tax Relief And Health Care,2006,,,FALSE
en-US,Geopolitcal - Acts,Tax Relief Extension,1999,,,FALSE
en-US,Geopolitcal - Acts,"Tax Relief, Unemployment Insurance Reauthorization And Job Creation",2010,"Tax Relief, Unemployment Insurance Reauthorization, And Job Creation",2010,FALSE
en-US,Geopolitcal - Acts,"Tax Relief, Unemployment Insurance Reauthorization, And Job Creation",2010,,,FALSE
en-US,Geopolitcal - Acts,Tax Technical Corrections,2007,,,FALSE
en-US,Geopolitcal - Acts,Taxpayer Relief,1997,,,FALSE
en-US,Geopolitcal - Acts,Technical And Miscellaneous Revenue,1988,,,FALSE
en-US,Geopolitcal - Acts,Telecommunications,1996,,,FALSE
en-US,Geopolitcal - Acts,Telephone Consumer Protection,1991,Federal Telephone Consumer Protection,1991,FALSE
en-US,Geopolitcal - Acts,Terrorism Risk Insurance,2002,,,FALSE
en-US,Geopolitcal - Acts,Terrorism Risk Insurance Extension,2005,,,FALSE
en-US,Geopolitcal - Acts,Terrorism Risk Insurance Program Reauthorization,2007,,,FALSE
en-US,Geopolitcal - Acts,Terrorism Risk Insurance Reauthorization,2007,Terrorism Risk Insurance Program Reauthorization,2007,FALSE
en-US,Geopolitcal - Acts,Tila,1968,Truth In Lending,1968,FALSE
en-US,Geopolitcal - Acts,Toxic Substances Control,1976,,,FALSE
en-US,Geopolitcal - Acts,Toxic Substances Recovery,1976,,,FALSE
en-US,Geopolitcal - Acts,Trade,1974,,,FALSE
en-US,Geopolitcal - Acts,Trade Sanctions Reform and Export Enhancement,2000,,,FALSE
en-US,Geopolitcal - Acts,Trademark,1946,,,FALSE
en-US,Geopolitcal - Acts,Trading with the Enemy,1917,,,FALSE
en-US,Geopolitcal - Acts,Trucking Industry Regulatory Reform,1994,,,FALSE
en-US,Geopolitcal - Acts,Trust Indenture,1939,,,FALSE
en-US,Geopolitcal - Acts,Trust Indenture Reform,1990,,,FALSE
en-US,Geopolitcal - Acts,Truth In Lending,1968,,,FALSE
en-US,Geopolitcal - Acts,Truth In Negotiation,1962,,,FALSE
en-US,Geopolitcal - Acts,Truth In Savings,1991,Federal Deposit Insurance Corporation Improvement,1991,FALSE
en-US,Geopolitcal - Acts,Tunney,1974,Antitrust Procedures And Penalties,1974,FALSE
en-US,Geopolitcal - Acts,U . S . Oil Pollution,1990,,,FALSE
en-US,Geopolitcal - Acts,U . S . Securities,1933,Securities,1933,FALSE
en-US,Geopolitcal - Acts,U . S . Securities Exchange,1934,Securities Exchange,1934,FALSE
en-US,Geopolitcal - Acts,Uniformed Services Employment And Reemployment Rights,1994,,,FALSE
en-US,Geopolitcal - Acts,United States Employee Retirement Income Security,1974,Employee Retirement Income Security,1974,FALSE
en-US,Geopolitcal - Acts,United States Housing,1937,,,FALSE
en-US,Geopolitcal - Acts,United States Oil Pollution,1990,Oil Pollution,1990,FALSE
en-US,Geopolitcal - Acts,United States Private Securities Litigation Reform,1995,Private Securities Litigation Reform,1995,FALSE
en-US,Geopolitcal - Acts,United States Securities,1933,Securities,1933,FALSE
en-US,Geopolitcal - Acts,United States Securities Exchange,1934,Securities Exchange,1934,FALSE
en-US,Geopolitcal - Acts,Uniting And Strengthening America By Providing Appropriate Tools Required To Intercept And Obstruct Terrorism,2001,,,FALSE
en-US,Geopolitcal - Acts,Uniting And Strengthening America By Providing Appropriate Tools Required To Intercept And Obstruct Terrorism ( Usa Patriot,2001,Uniting And Strengthening America By Providing Appropriate Tools Required To Intercept And Obstruct Terrorism,2001,FALSE
en-US,Geopolitcal - Acts,Usa Patriot,2001,Uniting And Strengthening America By Providing Appropriate Tools Required To Intercept And Obstruct Terrorism,2001,FALSE
en-US,Geopolitcal - Acts,Usec Privatization,1996,,,FALSE
en-US,Geopolitcal - Acts,Used Oil Recycling,1980,,,FALSE
en-US,Geopolitcal - Acts,Veterans Health Care,1992,,,FALSE
en-US,Geopolitcal - Acts,Vhc,1992,Veterans Health Care,1992,FALSE
en-US,Geopolitcal - Acts,Virginia Electric Utility Restructuring,1999,,,FALSE
en-US,Geopolitcal - Acts,Wagner,1935,National Labor Relations,1935,FALSE
en-US,Geopolitcal - Acts,Water Power,1920,,,FALSE
en-US,Geopolitcal - Acts,Water Quality,1987,,,FALSE
en-US,Geopolitcal - Acts,Waxman Hatch,1984,Drug Price Competition and Patent Term Restoration,1984,FALSE
en-US,Geopolitcal - Acts,Wire,1961,Interstate Wire,1961,FALSE
en-US,Geopolitcal - Acts,Work Incentives Improvement,1999,,,FALSE
en-US,Geopolitcal - Acts,Worker Adjustment And Retraining Notification,1988,,,FALSE
en-US,Geopolitcal - Acts,"Worker, Homeownership, And Business Assistance",2009,,,FALSE
en-US,Geopolitcal - Acts,"Worker, Retiree And Employer Recovery",2008,"Worker, Retiree, And Employer Recovery",2008,FALSE
en-US,Geopolitcal - Acts,"Worker, Retiree, And Employer Recovery",2008,,,FALSE
en-US,Geopolitcal - Acts,Year 2000 Information And Readiness Disclosure,1998,,,FALSE
